,index,kouwei,huanjing,fuwu,comment,date
13918,3762,,4,,,
13919,3763,,4,,,
13920,3764,4.0,4,4.0,"
                        汤锅个人觉得味道的差别很小 就是藏茶配一些其它你选择的花草啊药膳啊菌菇之类的 这个味道如何完全凭借你的调料调得如何 调料是自助式 自己可以去调 但它端上来时里面有秘制酱料 黄豆 花生米粒还有香菜 自己可以加辣椒油 芝麻酱 小米椒 素蚝油什么的 再来说说菜品吧 真的全是素 没有肉【扎萨 】7元一个 外面的皮脆脆的 里面夹的素火腿 生菜 有一些辣椒油还有一点藤椒油 我很喜欢吃这个 吃起来很香 但朋友说有一点小辣【次第花开】6元一个 这个其实就是鲜花饼 但这家的优势是现烤现吃 端上来都还很烫呢 很好吃 里面的料很足 建议一次性点够 因为再点会等得久一些我们三个人点了7个哈哈哈哈 但是没有吃完呢 打包带走了 【素丸子】18元 我超级爱吃这个 吃了一份不够再点了一份 这个素丸子好像是用香菇类做成的 事先可能卤过一次 有一股卤味 是最有味道的菜品了 强烈推荐 不吃后悔【冰草】18元 这个菜也是很有特色 感觉它已经登上了成都的个大餐厅 服务员会提醒你只烫10秒左右 我是第一次吃这个 脆脆的 口感很特别 没什么特别的味道其它我们点的菜就很是常见的一些粗粮蔬菜了 山药 紫土豆 豆腐 包包菜等等 哦对了 它家还有水果 有木瓜 龙眼 香梨 我们还点了一份豆奶一样的饮品 28元一扎 很大 味道就是豆浆加茶 其实还蛮不错的我们今天去是拼桌 据说会有很多拼桌的情况 感觉风格有一点偏日式 很喜欢 下次要带妈妈去这样养生的地方吃吃素 总之我们三个人是吃撑了的 最后希望这样有信仰文化的餐饮店能够做得更好
                ",15-10-18
13921,3765,3.0,3,3.0,"
                        菜品绿色新鲜，很不错的就餐环境！时常吃吃素，挺好的！
                ",15-10-18
13922,3766,3.0,4,4.0,"
                        生意很好，提前半天预订都要等到晚上7点以后才吃到。锅底很清淡，里面有藏茶，菜品新鲜，青稞饼特别好吃，只有团购去价格比较合理，如果没有团购就比较贵了。
                ",15-10-18
13923,3767,,4,,,
13924,3768,,4,,,
13925,3769,,4,,,
13926,3770,,4,,,
13927,3771,,4,,,
13928,3772,4.0,4,4.0,"
                        环境好，服务好，菜品好，价格亲民，适合家庭朋友情侣聚会！
                ",15-10-18
13929,3773,3.0,3,3.0,"
                        从环球店，到红牌楼店， 还有钻石广场的建设路店， 每到之处，都能遇到那位长发飘飘的气质美女，简直是缘分啊。 这一次，打电话，预约都能听出美女的声音了。 哈哈。 进店就是素雅的气氛， 而且空气中居然有一种开胃的香味。 看来是已经习惯这种藏茶味了。 团了29.9的代金券， 抵100 。 答应了拼桌，很快就安排了位置， 已经非常熟练地ipad的点菜， 锅底依旧是最简单， 最实惠的8元锅底， 5元油碟。 这次点了大家都说很像的东坡素肉， 但是， 我吃起来有一点鸡精味过重了。 还是素菜好吃。 鲜花饼点了4个， 上来的时候是新鲜的， 热腾腾的， 好吃， 但是， 打包回去冷了就略微有点僵硬了。
                ",15-10-17
13930,3774,4.0,4,4.0,"
                        种草这家店很久了，前段时间在社区和群里闹得沸沸扬扬的，今天终于去吃到了，生意爆好，一直到我们吃完走人，都还有好多人在排队，上次没吃成，这次提前2天预订的，终于如愿以偿了。进门一点看不出是火锅店，放眼望去全是展示的藏族服饰和饰品，很幽静的卡座，IPAD点单，充斥着文艺氛儿却也不乏现代气息。店员一直强调不浪费，一个人最好点3个菜不够再加，挺为顾客着想的。酸辣锅味道不错，秘制酱料很香，评价里推荐的青稞扎萨、次第花开和非洲冰草，我们都尝了，青稞扎撒很脆，2片火腿1片生菜，搭配起很好吃，次第花开说白了就是鲜花饼，但是香浓可口，忍不住还打包了几个回家。个人最喜欢的还是非洲冰草，嘎嘣脆又充满自然的味道，仿荤的虾仁看着安逸，但味道一般，不太建议点。宽面是手工的，挺好吃。总的来说，虽然是纯素，但是吃的很舒服。不但是情侣适宜，呼朋唤友邀约体验不错，带着家里老人去尝鲜也是极好的。
                ",15-10-17
13931,3775,,4,,,
13932,3776,,4,,,
13933,3777,,4,,,
13934,3778,,4,,,
13935,3779,,4,,,
13936,3780,,4,,,
13937,3781,4.0,4,4.0,"
                        中了大众点评的四人霸王餐 立即拉小伙伴一起来吃啦 。。首先表扬下前台小哥，电话预定的时候态度很好，到了以后发现好很多人都在排队，生意太好啦。服务员很耐心解释套餐里面的饺子和菇类没有了，让我们换了两个菜。全程服务态度也很好，扎萨超级好吃。总之，健康生态不油腻的全素餐，适合各个年龄阶层的人来吃，诚意推荐(ﾉ◕ヮ◕)ﾉ*:・ﾟ✧
                ",15-10-17
13938,3782,,4,,,
13939,3783,,4,,,
13940,3784,,4,,,
13941,3785,,4,,,
13942,3786,,4,,,
13943,3787,,4,,,
13944,3788,3.0,3,4.0,"
                        人好多……2点都还在排队……不过服务员的态度都很不错
                ",15-10-17
13945,3789,3.0,3,3.0,"
                        最近很火的一家素食火锅，建设路新开了一家，开业活动力度很大，29.9买的100的卷，当时屯了两张，本来上周说去吃的，结果打电话预约时已经排号到20多号了，要吃的话都要两点过了，觉得太晚就放弃了！因为卷是20号到期，于是这周提前一天打电话预约，结果还是排号到十多号了，一点左右到的，可还是等到两点了才吃到！首先店里装修格局很喜欢，每桌都隔成一个小房间一样！服务也很好，首先就告知了店里推广光盘行动，建议每人三个菜的样子来点，由于我和同事算是比较能吃的，所以先点了八份菜，一份小吃，由于太晚了，很多菜都没有了，所以我们基本点的菇比较多，结果吃完了我们都觉得没饱，就又点了三份菜和一份小吃！什么菜在锅里烫多久，每次上菜的时候服务员都会告知，这很贴心！因为是素食火锅的原因，整体都很清淡，由于我和同事都是肉食主义者，所以我们觉得还是有点不习惯！不过偶尔来吃吃还是不错的！最后我们两人一共消费了213，抵了两张卷，补了13元，其实就花了73！不过直接来吃的话还是有点偏贵，有团购的卷的话还是比较划算的！
                ",15-10-17
13946,3790,,3,,,
13947,3791,,3,,,
13948,3792,,3,,,
13949,3793,,3,,,
13950,3794,,3,,,
13951,3795,,3,,,
13952,3796,4.0,4,4.0,"
                        一叶一世界 品质真的不用说了 服务也很好 提前预约无记录 可是经过解释 小哥也爽快让我们落座 不错
                ",15-10-17
13953,3797,4.0,4,4.0,"
                        店家很好，服务意识强，让人窝心
                ",15-10-17
13954,3798,4.0,4,3.0,"
                        第一次吃藏式火锅，味道很有特色，服务员很细心地讲解菜品的烹煮方法，不错！
                ",15-10-17
13955,3799,1.0,2,2.0,"
                        可能是前期被大家说得太好了，去了比较失望，汤锅就是茶包没有特别的香味，素荤做得也较一般，吃两口就被大闷到了。重口味太久换换口还行。
                ",15-10-17
13956,3800,4.0,4,4.0,"
                        新店开张活动，全家一起去的，装修的很清雅，对于肉食动物来说，还是过于清淡了，想吃肉啊
                ",15-10-17
13957,3801,3.0,4,4.0,"
                        还可以，就是菜的分量为什么不一样呢？一起拼桌的菜简直多了不止一半
                ",15-10-17
13958,3802,3.0,3,4.0,"
                        很素很素，还要排队，总体来说很不错，有空来清清肠胃也是好的，很喜欢。
                ",15-10-17
13959,3803,,3,,,
13960,3804,,3,,,
13961,3805,4.0,4,4.0,"
                        不错的 非洲冰草好吃 买了好几份 不错不错
                ",15-10-17
13962,3806,4.0,4,4.0,"
                        服务很好，适合减肥，菜价还是比较实惠。
                ",15-10-17
13963,3807,2.0,2,2.0,"
                        生意太好，服务一般，不好找，没有熟人带路反正我是找不到第二次，位置太难等
                ",15-10-16
13964,3808,3.0,3,4.0,"
                        才开张有很优惠的代金劵 还可以 全素 去吃过两次了 环境好 服务好 味道好
                ",15-10-16
13965,3809,,3,,,
13966,3810,,3,,,
13967,3811,,3,,,
13968,3812,,3,,,
13969,3813,3.0,4,3.0,"
                        不错的一次团购，环境不错，就是预约难哈
                ",15-10-16
13970,3814,3.0,2,4.0,"
                        之前去过龙湖天街的，很喜欢，所以钻石广场开了新店就带朋友来吃吃看。但是跟预料的有些差距，有点失望吧。先说环境，布置其实都差不多，很喜欢这样的风格，但是里面挺挤的，本来4人都觉得比较挤的空间还加了一个锅，而且居然还可以拼桌，虽说节约了时间，但这样的用户体验并不好，又不是快餐，哪有火锅还拼桌的呢，感觉聊天都没有私密性了。再说菜品，可能每一家店的菜品有一些不一样，感觉这里的菜品要少一些，冰草和海带芽的质量也没有龙湖那边好，山药也是粗细不一，还有坏的。最后说服务，服务觉得一般般。总的来说如果没有改善的话，可能不会再来了。
                ",15-10-16
13971,3815,,2,,,
13972,3816,3.0,4,4.0,"
                        门庭若市，经常满座订不到。同去的朋友做餐饮的，也是觉得很不错。食材感觉很安全，净盘活动我做到了哟。
                ",15-10-16
13973,3817,,4,,,
13974,3818,,4,,,
13975,3819,,4,,,
13976,3820,,4,,,
13977,3821,,4,,,
13978,3822,,4,,,
13979,3823,4.0,4,4.0,"
                        整体不错，饼很好吃，还打包了几个。
                ",15-10-16
13980,3824,4.0,3,3.0,"
                        很好的素食，素菜比仿荤菜好吃，服务就有差别的，有的感觉温馨，有点感觉程序化。
                ",15-10-15
13981,3825,3.0,3,3.0,"
                        对于喜欢素食的朋友来说 是个好地方 环境不错 服务也还好 就是太闷热了 没有什么透气的地方 十月来吃还是一头汗 菜品 菇类 都很新鲜 干净 锅底也是很考究的 菜煮完了最后喝一碗汤 很清爽 除了碟子里会有一点酱汁和自己放的辣椒油 几乎看不到油荤了 带妈和姥来吃的 她们说如果没有团购的话 价格太贵 三个女人中午吃饱的话要260左右 晚上的话估计要300才行
                ",15-10-15
13982,3826,,3,,,
13983,3827,,3,,,
13984,3828,,3,,,
13985,3829,,3,,,
13986,3830,3.0,3,3.0,"
                        新开张的店代金券一路上涨，从34.9涨到39.9，吃的这天已经涨到49.9了，幸好提前囤了两张。      坐45路或是61路下车就100米的样子，钻石广场还是挺好找的，挺大的牌子。一楼还在装修，好大的味道，所幸电梯已经正常运行了。      上到四楼，就这家生意最后，不预约只有等够干的份。       用平板点菜很方便，上面还分了类，什么菌类、仿荦等。不仅有图案，锅底还有原材料列举。点好后会自动计算价格，很适合用券的同学凑单，不过别忘了加上每人5元的自助料碟钱哦，平板合计里是不显示的，建议商家把这个直接也纳入系统，开桌就计算进去。        上菜的速度很快，饼等了几分钟，其他都是两分钟就上来了，服务员还会介绍哪些烫多少分钟。只有丸子需要时间最久，要8分钟，千喜和攀枝花要5分钟，其他的大概就两三分钟，冰草居然只要5秒钟。         鲜花锅底很不错，和藏茶很搭不说，颜色也最漂亮，红红黄黄的。服务不错，儿子不小心烫了手，服务员发现了，主动拿冰块来冷敷。秘制酱碟不错，不过吃到后来有点腻，建议加麻辣的佐料，自助料碟反正很齐全。        菜里面仿荦的好吃，不过好几种口味都有点类似，就是豆腐干的味道还是比较明显，比如酥肉，不过还是喜欢吃，因为平常就喜欢吃豆腐干。吃素感觉吃再多都不饱的，建议一定要点点心，鲜花饼和扎萨都不错的，否则出门就饿哦。
                ",15-10-15
13987,3831,,3,,,
13988,3832,,3,,,
13989,3833,,3,,,
13990,3834,2.0,4,2.0,"
                        环境不错，原价不合适吃，用卷划算
                ",15-10-14
13991,3835,4.0,4,4.0,"
                        很不错 虽然我喜欢重口味 这家味道真心不错
                ",15-10-14
13992,3836,3.0,3,3.0,"
                        一直在想尝试一下素食，看朋友发朋友圈推荐了这家。恰逢钻石广场这边也开了一家。就和朋友团了两张券试一下。整体装修藏式风味很足。能坐单独的一间是最好不过。但由于我们当天没有预约，所以只有和别人拼桌了，聊天还是稍微有点不方便。点菜的时候，服务员一直提醒不要点多了，要惜福哦。这点很贴心，但我们两个完全是大胃女汉子，竟然还加菜了。点了比较适合女性吃的什么花锅底，朋友点的菌汤锅底。第一次吃这种，感觉很有特色的样子。仿荤的食物，我们只点了两样：虾和丸子。都是豆制品。推荐非洲冰草，上面有露珠的样子让人很有食欲，其实那就是本来长在上面的，很神奇。非洲冰草，烫5秒左右完全够了，稍微久点就要酸。秋葵裹一层他们家的秘制酱料也还不错。娃娃菜烫了之后很好吃，清香。还有海带芽，一定要试试海带芽，这是后面加的菜，看见别人都在点，朋友也在推荐，就想来尝尝，稍微烫一下就可以吃了，很嫩。总体来说，还是可以，喜欢吃素食的朋友不要错过。我是喜欢荤的，但偶尔换换口味来尝尝素食，也还是不错滴。两个人消费：206闷团的39.9的代金券也就是86闷，原价的话就稍稍有点贵了哦~
                ",15-10-14
13993,3837,,3,,,
13994,3838,,3,,,
13995,3839,,3,,,
13996,3840,,3,,,
13997,3841,,3,,,
13998,3842,,3,,,
13999,3843,4.0,4,4.0,"
                        第二次来～还是很喜欢，宝宝也喜欢吃
                ",15-10-14
14000,3844,4.0,4,4.0,"
                        这家店是新开的，所以代金券特别便宜，29.9代100，必须提前预约，中午才可以用。我提前两天打电话才约到了12点的位置。商家在建设路钻石广场的4楼，还挺好找的。装修风格偏民族风，还会售卖一些藏族制品。三个人点了一个果茶锅两个药膳锅，实际就是茶汤，菜要了两个仿荤，酥肉和丸子，吃起来口感差不多，大豆蛋白肉。非洲冰草烫10秒口感很好，脆脆的。其他的菜价格适中，也不是很贵。点了有机豌豆苗也特别新鲜。另外服务态度也很好，一直帮着添茶加水。最后那个煮完的汤也比较有特色。次第花开就是鲜花饼，味道也挺好的
                ",15-10-14
14001,3845,,4,,,
14002,3846,,4,,,
14003,3847,,4,,,
14004,3848,4.0,4,4.0,"
                        刚开始是被店名吸引的。然后发现它的位置也很好找，就在钻石广场四楼，装修是那种古朴的藏式风格，所有的菜品都是素食，所谓的肉类都是用素食制作的。但是吃起来还是很不错。料碗是特制的，味道比较特别。比较适合不怎么吃辣的朋友。菜品很新鲜，我们两个人大概点了8个菜。喜欢他家鲜花饼，非洲冰草，宽面，茼蒿，丸子……平时吃惯了辛辣油腻的...
                ",15-10-14
14005,3849,,4,,,
14006,3850,,4,,,
14007,3851,,4,,,
14008,3852,,4,,,
14009,3853,3.0,3,3.0,"
                        之前红牌楼店开张的时候去过这家，吃下来感觉还不错，看到建设路也开了一家就觉定带老妈来尝尝健康的素茶火锅。建设店虽然离家远了点但很好找，就在新开业的钻石广场4楼，钻石广场好多家都还在装修呢。点了6份菜，包含：非洲冰草、竹荪片、竹荪、喜袋、燕饺、黄瓜花，服务员说够了，我们吃不完，结果还是不够呢，低估了我和老妈吃菜的战斗了，后来又加了一份秋葵，还有扎伊的饼，勉强吃饱吧，味道不错，图个健康。
                ",15-10-14
14010,3854,,3,,,
14011,3855,,3,,,
14012,3856,,3,,,
14013,3857,,3,,,
14014,3858,,3,,,
14015,3859,,3,,,
14016,3860,3.0,4,4.0,"
                        团购后还是可以，不团购略贵，环境太赞，空调略冷~
                ",
14017,3861,2.0,4,4.0,"
                        服务态度简直超级棒。从接待员工到餐厅内的服务人员态度都棒棒哒。很有礼貌，很温柔，感觉素质都很高。店面装修也很有特色，走进去一步，还以为是服装首饰店呢。哈哈哈，反正逼格很高啊。店内不会有油烟异味。至于味道嘛。。。真的要看每个人的感受都不同。但是不管好吃不好吃，他家的菜是真有特色，外面自己几乎买不到，所以我觉得大家都应该乘现在有活动去体验尝试一下
                ",15-10-13
14018,3862,,4,,,
14019,3863,,4,,,
14020,3864,,4,,,
14021,3865,,4,,,
14022,3866,,4,,,
14023,3867,4.0,4,4.0,"
                        第二次带朋友来了，味道清淡不油腻
                ",15-10-13
14024,3868,4.0,4,4.0,"
                        各方面都不错，口味清淡，适合老年人和想养生的人，年轻人偶尔来吃一顿换换口味还是不错的，有团购券划算，直接付现金的话还是有点贵
                ",15-10-13
14025,3869,4.0,4,4.0,"
                        我蛮喜欢的藏餐口味，吃的很饱？！
                ",15-10-13
14026,3870,3.0,4,3.0,"
                        环境不错，口味比较清淡!团购价格还是比较划算的!
                ",15-10-13
14027,3871,4.0,4,4.0,"
                        还不错 环境很好 喜欢素食的朋友可以去一下
                ",15-10-13
14028,3872,3.0,3,3.0,"
                        29.9元抵100的券，很划算，7个人吃下来才200多
                ",15-10-12
14029,3873,4.0,4,4.0,"
                        不错的一家店，服务很好，素菜很便宜，但是仿荤感觉偏贵，和一般店荤菜价格一样了，总体还是很满意，值得一试
                ",15-10-12
14030,3874,4.0,4,4.0,"
                        之前去天街吃过几次，这里人太多了，还是喜欢天街的环境和服务，不过每个分店的味道都不错，值得推荐！！
                ",15-10-12
14031,3875,4.0,4,4.0,"
                        服务很好，人家可都是善心人。很安静。环境优雅高档。
                ",15-10-12
14032,3876,3.0,4,4.0,"
                        先不说好吃与否，这的服务员妹妹服务水准先一个。此店新开业，预约了两天，告知只有今晚吃2轮，大概晚7.30到的，没再等位，直接坐下。观其环境，确实很雅致，进门左边供奉一香案。右边的摆设也很漂亮。有些还在出售。此店没大厅，除了包间，就是一些卡坐，私密性很强，进餐不被打扰。再说说菜品。我们五人每个人点了一种汤锅，有原味，菌汤，滋补，酸辣～～其实就是在茶水里加各种不同的料包，总的来说都很清淡。印象深刻的是两种小吃～青稞扎萨，次第花开，还有一种饮品，类似米浆，很稠。国庆大鱼大肉后，来尝尝素席，洗洗肠胃还是很不错的。最后说说消费，刚点菜时，服务员建议我们5个人点15样菜就合适了，结果第一次点了20样，第二次追加了5样，最后还点了份面，是不是太能吃了，店内正常价算下来要400多，幸好有团购卷哦
                ",15-10-12
14033,3877,,4,,,
14034,3878,,4,,,
14035,3879,,4,,,
14036,3880,,4,,,
14037,3881,,4,,,
14038,3882,4.0,4,4.0,"
                        环境好，用的牙签餐巾纸都是环保的，素食做的也不错
                ",15-10-12
14039,3883,4.0,4,4.0,"
                        各方面都不错，家里长辈很喜欢。青稞饼特别好吃。
                ",15-10-12
14040,3884,4.0,4,4.0,"
                        我对素菜是没得啥子欲望的，但是这家最近很火，加上折扣便宜又很近，还是带着爸爸妈妈来了。这家环境也好很有风格，但是门口卖些首饰衣服还是觉得怪怪的，把本来觉得很“素”“静”的餐厅拉回了商业的现实。菜品看上去都很新鲜，锅底也很鲜大家都赞不绝口，我和老公面对素食比较淡定，虽然也并不觉得肉多么像肉，但长辈觉得很像。我觉得最好吃的是青稞饼，打包了一个第二天吃也很好吃，鲜花饼一直都是我的爱。反正总的来说还是可以，对我们这些肉舍子只能说吃个新鲜。
                ",15-10-12
14041,3885,,4,,,
14042,3886,,4,,,
14043,3887,,4,,,
14044,3888,,4,,,
14045,3889,,4,,,
14046,3890,,4,,,
14047,3891,4.0,4,3.0,"
                        火爆到不预定晚饭时间去直接告诉你9点才有位置，预定电话长期占线，根本打不进去，只好去了两趟。预约的话基本头一天预约都有位置。      晚上6点去已经有很多桌了。这里的位置设计很好，都是靠墙的，而且有幔，感觉隐私性很好，当然，幔拉下来也是热，而且好像没有空调的样子。自助碟子就在外面打，除了店家自制秘酱，还有火锅的常用调料：香菜、香油、小米辣、芝麻、黄豆什么的，有两个自助台，如果一边缺了建议到另一个去打，等要等5分钟的样子才能上来。自助碟子没有标价，点菜的时候服务员也没有说，所以为了凑两张卷多点了东西，最后还加了15元料碟钱，浪费了，记住，最后的账单是平板上的合计加上5元/人的料碟钱。      点了菌汤锅味道不错，里面有很多叫不上名的菌，不是那种用香菇和平菇来糊弄人的。酸辣锅就差强人意了，酸就是加了两片酸萝卜，辣就是几根尖椒，锅底不鲜。      扎萨是最好吃的，因为是香辣味的，而且里面的肉肠颇有迷惑性。冰草外面那个白露一样的东西让我很好奇，这个菜吃起来超级爽脆。酥肉一吃就知道是豆腐干做的，虽然好吃但不推荐。豆筋是为了凑单点的，最失败，好大的豆腥味。虾吃起来不像虾，不过口感不错。底下衬底的生菜超级新鲜，烫起来不错。攀枝花粗纤维很多啊，虽然口感不怎么样，营养一定好。      最后吃下来217，三个人，有一种撑死了的感觉，味道也好，不过素餐就是痨啊，出去就想找肉吃。
                ",15-10-12
14048,3892,,4,,,
14049,3893,,4,,,
14050,3894,,4,,,
14051,3895,,4,,,
14052,3896,3.0,3,4.0,"
                        团购来的，确实很划算，三个人吃了300多，团购就一人30.
                ",15-10-12
14053,3897,4.0,4,4.0,"
                        建设路店在新开的万科钻石广场，很好找停车也方便，装修跟其他店一样，梵音绕梁，茶香飘飘，头悬莲花灯，简洁素雅。菜品新鲜，最爱素肉丸子和千禧豆腐，还有草菇和脆藕。应季的汤锅选择是清热润肺汤锅，次第花开没有红牌楼店好吃，青稞咋撒很好吃。
                ",15-10-12
14054,3898,,4,,,
14055,3899,,4,,,
14056,3900,,4,,,
14057,3901,,4,,,
14058,3902,,4,,,
14059,3903,,4,,,
14060,3904,4.0,4,4.0,"
                        这次是帮朋友买的，伙伴们是越来越喜欢这个素食火锅了！既饱了口福，又能养身，养心，给商家一个大大的
                ",15-10-11
14061,3905,4.0,4,4.0,"
                        这家店不能更赞！环境很好，味道很好，理念很好！菜品真的是全素，而且清淡，各种巴适。他们家调料自助，有一种秘制蘸酱很好吃。仿荤的虾仁和丸子都不错。有一个菜叫非洲冰草，看起来像叶子上有冻的露珠，好好食。那个青稞饼我也很喜欢，一口气吃了两个，打包了五个，哈哈。锅底其实就点原汤锅底就好，吃本味。总之，不错的餐馆。
                ",15-10-11
14062,3906,,4,,,
14063,3907,,4,,,
14064,3908,,4,,,
14065,3909,,4,,,
14066,3910,,4,,,
14067,3911,,4,,,
14068,3912,3.0,4,3.0,"
                        还不错，比预期的好，，会再去。
                ",15-10-11
14069,3913,4.0,4,3.0,"
                        味道很不错，菜品小贵，多亏了团购券，环境很好。缺点：所在的钻石广场停车麻烦，而且消费了却仍然收停车费，青菜中有小蜗牛和泥沙
                ",15-10-11
14070,3914,4.0,4,4.0,"
                        其实素食也可以吃得很饱。提倡健康饮食和光盘行动
                ",15-10-11
14071,3915,3.0,4,4.0,"
                        建设路这家一叶一世界藏茶素食火锅国庆才开业，开业活动力度也很大，加上从来没吃过这类全素的火锅，就想着团两张券来试试。刚开业的生意真是好得不行，提前一天打电话预约，结果被告知已经排到14号了，要一点半之后才能用餐，要不要这么火啊。中午1点10多分就到了，事实证明还是来早了，一直等到将近2点才进去。【位置】建设路上钻石广场4楼，从建设路伊藤那个方向过去那个门进去，左手边直升电梯上4楼，出电梯左手边就是了。【环境】装修和摆设有很多藏家的元素，隔成一个一个的卡座，感觉既温馨又有很强私密性。【锅底】点了一个明目安神花香锅和一个原汤锅，第一次吃茶坐的锅底，每个锅底都有一个茶包，两种锅其实味道都差不多，很清淡，区别就是花香锅加了一些菊花之类的花。【蘸碟】有调料台可以按自己喜欢的口味来调，我加了秘制酱、花生颗粒、黄豆、海椒油、素蚝油、少许酱油，不用加汤，直接蘸，真的好香啊。【仿荤】推荐素原子，据称是用猴头菇做的，所以要煮10分钟以上，真的好好吃啊，完全吃不出是素的，反而有一种卤肉的香味。素虾仁口感做得也和真虾仁差不多，但少了真虾仁的鲜味。【新鲜蔬菜】非洲冰草必点，特色又好吃，只烫10秒钟，吃起脆脆的。【菌类】虫草菌是新鲜的，不是干的泡发那种，吃起很鲜。【粗粮干菜】强烈推荐海带牙，也是只需烫10秒，脆脆的超好吃。另外LG很喜欢攀枝花，我觉得还好。【小吃】这家的小吃一定要点，真的太特色了，青稞扎萨，类似夹肉锅盔，真心吃不出居然是素的，好好吃，就是有些胀肚子。次第花开，好文艺的名字，其实就是鲜花饼，现坐的鲜花饼端上来还是热的，分分钟秒杀嘉华什么的，看到好多人都是一大包一大包的打包带走。【饮料】豆茶，第一次喝，感觉像很浓的豆浆加了茶在里面，挺香浓的。商家提倡光盘，光盘的话可以在前台领取惜福卡，每人一张，积满5张就可以兑换一份单人套餐，真的好划算。整体来说味道确实不错，吃惯了大鱼大肉偶尔换下口味的不二之选，而且全素餐也特别适合怕胖的妹子哦。
                ",15-10-11
14072,3916,,4,,,
14073,3917,,4,,,
14074,3918,,4,,,
14075,3919,,4,,,
14076,3920,,4,,,
14077,3921,,4,,,
14078,3922,4.0,4,4.0,"
                        环境不错，服务不错，味道独特。
                ",15-10-11
14079,3923,2.0,3,4.0,"
                        团购的很划算，服务很好，环境不错，就是有点闷
                ",15-10-11
14080,3924,2.0,4,2.0,"
                        吃个新鲜而己，谈不上好吃，有个饼可以尝
                ",15-10-11
14081,3925,3.0,3,3.0,"
                        现代人越来越注重健康的饮食习惯，素食就慢慢应运而生啦，吃腻了大鱼大肉，偶尔吃吃素还是不错的。每家一叶一世界做得都不错，这家也不例外。中式佛教风格环境，依旧保持每桌卡座的形式，让人有静心的感觉又有私密感。服务没得说，服务员态度好而且随时微笑服务。锅底的话最好点原味锅底，因为每种锅底味道差距不大，都是靠蘸碟提味的。服务员兑的蘸碟味道不错，秘制酱料多好吃。菜品的话就不一一赘述了，就说几个有特色的菜品吧，【东坡肉】口感真的很像肉，吃起来毫无罪恶感，哈哈；猴头菇做的【素肉圆子】也好吃，这个圆子馅就是【喜袋】里面的内陷；【非洲冰草】直接来了两份，烫10秒吃起脆脆的口感很清新；最后吃的【宽面】也好吃，服务员说是雅安手工面一定要一根一根下。小吃类【次第花开】【青稞扎萨】都不错；鲜花饼不太甜馅料紧实，最后还打包了几个没有一滴油的鲜花饼；青稞饼就像是生菜火腿夹饼，同样推荐。
                ",15-10-11
14082,3926,,3,,,
14083,3927,,3,,,
14084,3928,,3,,,
14085,3929,,3,,,
14086,3930,,3,,,
14087,3931,,3,,,
14088,3932,4.0,4,4.0,"
                        没想到素食也可以这么好吃，所有的女服务员态度也非常好，热情有礼貌，那个男服务员态度最差，没礼貌，差评送给他，好像他是在吧台服务，太影响生意，建议去端菜，下次去再看见他坐吧台，就给店差评了，怎么招了这么个人，态度与女服务员形成鲜明反差。
                ",15-10-11
14089,3933,2.0,4,4.0,"
                        团购的30抵100，很划算，已经订满了，但是他们很好让我们先去吃，环境不错，很有感觉，我们点了刚好200，10个素菜，仿荤菜很真，但是吃起来感觉就因人而异吧，盘子这些也很好看，符合“一叶一世界”的主题，小吃爱情扎萨和次第什么饼也好吃，我点的菌汤锅里面很多菌类，烧开过后就闻着很臭，我吃不惯吧
                ",15-10-10
14090,3934,,4,,,
14091,3935,,4,,,
14092,3936,,4,,,
14093,3937,,4,,,
14094,3938,,4,,,
14095,3939,3.0,3,3.0,"
                        第二次团购这家一叶一世界藏茶素食火锅，之前是和朋友去红牌楼那家品尝的，觉得还不错，爸爸妈妈也是喜欢吃素的，所以看到大众点评网有29.9代100元的代金券，立马下手屯了几张券。今天爸妈去建设路新开的分店去消费了。突然发现最近一叶一世界这家店一下子火起来了，开了很多分店。继续回到吃饭的问题上：因为新开业，所以生意特别火爆，早上临时打电话预定位置，已经只能排号到13号了，去了还是等了好久。素食味道还是很不错，特别推荐鲜花饼和冰菜，两样菜都是大爱。建议想要去建设路体验的亲们最好提前预定好位置，不然真的等的蛮久的。
                ",15-10-10
14096,3940,,3,,,
14097,3941,,3,,,
14098,3942,,3,,,
14099,3943,,3,,,
14100,3944,2.0,3,3.0,"
                        环境舒服，是藏式佛教   非常具有内涵的……因为就餐的人数很多，我们是两个人就和三个妹子拼桌在卡座……我们用两张券，实际上点了200块钱的菜品，吃完真的很撑，但是到晚上十点过，我就饿得不行了……青稞扎萨很好吃，麻辣味的，唯一一个重口味  鲜花饼用的是玫瑰花，很香甜……
                ",15-10-10
14101,3945,,3,,,
14102,3946,,3,,,
14103,3947,,3,,,
14104,3948,,3,,,
14105,3949,,3,,,
14106,3950,,3,,,
